provider	URL	course	webinar_date	webinar_duration	webinare_title
Other	https://kinescope.io/embed/201003715	Other	2022-03-30T11:16:49+00:00	PT41M26.927S	Эволюция инструментов и сервисов в Badoo / Антон Турецкий (Badoo)
Other	https://kinescope.io/embed/201003717	Other	2022-03-30T11:16:49+00:00	PT53M8.89S	Миллион видеозвонков в сутки или позвони маме / Александр Тоболь (Одноклассники)
Other	https://kinescope.io/embed/201003719	Other	2022-03-30T11:16:49+00:00	PT43M54.258S	Система сбора подробной статистики работы узлов CDN / Евгений Россинский (ivi)
Other	https://kinescope.io/embed/201003721	Other	2022-03-30T11:16:50+00:00	PT50M28.161S	Высокопроизводительная графовая база данных на основе Couchbase / Дмитрий Леванов (Яндекс)
Other	https://kinescope.io/embed/201003723	Other	2022-03-30T11:16:50+00:00	PT59M36.617S	Подход к Continuous Deployment в микросервисной архитектуре / Алексей Баитов (2ГИС)
Other	https://kinescope.io/embed/201003725	Other	2022-03-30T11:16:50+00:00	PT54M53.937S	Учимся немного ранжировать / Андрей Аксенов (Sphinx)
Other	https://kinescope.io/embed/201003727	Other	2022-03-30T11:16:50+00:00	PT45M7.494S	Архитектура и производительность фронтенда / Павел Павелко (Яндекс)
Other	https://kinescope.io/embed/201003729	Other	2022-03-30T11:16:50+00:00	PT52M51.219S	История миграций ИБСО. Как работать с Oracle от 7-ми до 18-ти / Иван Шаров (ЦФТ)
Other	https://kinescope.io/embed/201003731	Other	2022-03-30T11:16:50+00:00	PT49M0.065S	Событийная архитектура распределенных систем на базе NServiceBus / Борис Тверитнев (DABY Tech OÜ)
Other	https://kinescope.io/embed/201003733	Other	2022-03-30T11:16:50+00:00	PT46M2.687S	Ускоряем разжатие LZ4 / Алексей Миловидов (Яндекс)
Other	https://kinescope.io/embed/201003735	Other	2022-03-30T11:16:50+00:00	PT46M58.949S	Прикладная математика высоких нагрузок / Алексей Рагозин (Дойче Банк)
Other	https://kinescope.io/embed/201003737	Other	2022-03-30T11:16:51+00:00	PT48M38.865S	njs - родной javascript-скриптинг в nginx / Дмитрий Волынцев (Nginx)
Other	https://kinescope.io/embed/201003739	Other	2022-03-30T11:16:51+00:00	PT44M51.425S	Основы мониторинга PostgreSQL / Алексей Лесовский (DataEgret)
Other	https://kinescope.io/embed/201003741	Other	2022-03-30T11:16:51+00:00	PT47M44.623S	Новые возможности выполнения запросов в Postgres 10, 11 &amp; PostgresPro / Иван Фролков (Постгрес Про)
Other	https://kinescope.io/embed/201003743	Other	2022-03-30T11:16:51+00:00	PT45M31.921S	Odyssey - масштабируемый пулер соединений для PostgreSQL / Д. Симоненко и Д. Сарафанников (Яндекс)
Other	https://kinescope.io/embed/201003745	Other	2022-03-30T11:16:51+00:00	PT29M22.302S	Как мы интегрировали платежные системы, не пользуясь собственным биллингом / Антон Русаков (Badoo)
Other	https://kinescope.io/embed/201003747	Other	2022-03-30T11:16:51+00:00	PT42M53.584S	Тестовые стенды по запросу в условиях распиливания монолита / Дмитрий Скоков (REG.RU)
Other	https://kinescope.io/embed/201003749	Other	2022-03-30T11:16:51+00:00	PT44M57.788S	Тестирование производительности с нуля / Руслан Зиганшин (РНКО «Платежный Центр»)
Other	https://kinescope.io/embed/201003751	Other	2022-03-30T11:16:52+00:00	PT49M24.794S	Как нам удалось сократить время простоя backend при установке обновлений / А. Каблуков и Р. Зиганшин
Other	https://kinescope.io/embed/201003755	Other	2022-03-30T11:16:52+00:00	PT26M43.037S	Железо не подведет. Как я готовлю к бою десятки серверов в день / Артем Артемьев (FirstVDS)
Other	https://kinescope.io/embed/201003764	Other	2022-03-30T11:17:48+00:00	PT49M2.99S	10 способов достижения HighLoad&#39;а и BigData на ровном месте/Илья Космодемьянский
Other	https://kinescope.io/embed/201003781	Other	2022-03-30T11:17:49+00:00	PT39M11.23S	Принципы автоматического масштабирования приложения в AWS / Антон Регеда (Juno)
Other	https://kinescope.io/embed/201003783	Other	2022-03-30T11:17:49+00:00	PT23M26.781S	Веб-разработка без наркотиков с помощью PostgreSQL, Nginx и c2h5oh / Миша Кириллов (CINEMOOD)
Other	https://kinescope.io/embed/201003787	Other	2022-03-30T11:17:49+00:00	PT53M58.697S	Как сравнить и выбрать хостинг-провайдера / Игорь Мызгин (Servers.ru)
Other	https://kinescope.io/embed/201003793	Other	2022-03-30T11:17:50+00:00	PT52M4.222S	Организация надежного резервного копирования веб-проекта / Антон Баранов (ITSumma)
Other	https://kinescope.io/embed/201003804	Other	2022-03-30T11:18:48+00:00	PT47M4.267S	ApplicationCoordinator для навигации между экранами / Павел Гуров (Avito)
Other	https://kinescope.io/embed/201003806	Other	2022-03-30T11:18:48+00:00	PT59M46.694S	Просыпаешься, а твоё приложение на главной в App Store / Вадим Смирнов (2ГИС)
Other	https://kinescope.io/embed/201003808	Other	2022-03-30T11:18:48+00:00	PT55M20.988S	Автоматизация тестирования в iOS-проекте на примере ICQ / Д.Куркин, М.Манаев (Mail.ru Group)
Other	https://kinescope.io/embed/201003819	Other	2022-03-30T11:18:49+00:00	PT50M57.86S	Чистая архитектура. Погружение / Евгений Мацюк (Kaspersky Lab), Александр Блинов (REDMADROBOT)
Other	https://kinescope.io/embed/201003823	Other	2022-03-30T11:18:49+00:00	PT45M26.348S	Android как основа для реализации мобильного паспорта / Дмитрий Шорин (ООО Квелка)
Other	https://kinescope.io/embed/201003825	Other	2022-03-30T11:18:49+00:00	PT1H12M4.856S	Мобильный Virtual Reality - что это такое и как работает / Алексей Рыбаков (DataArt)
